lat,lon,Date,data
27.972601,-82.620201,1/2/13,16.52
27.972601,-82.620201,1/2/13,16.82
27.972601,-82.620201,1/2/13,17
27.918501,-82.537903,1/2/13,16.6
27.918501,-82.537903,1/2/13,16.71
27.918501,-82.537903,1/2/13,16.75
27.8902,-82.548798,1/2/13,16.62
27.8902,-82.548798,1/2/13,16.62
27.8902,-82.548798,1/2/13,16.62
27.989901,-82.631599,1/2/13,18.45
27.9687,-82.562103,1/2/13,17.51
27.9687,-82.562103,1/2/13,17.68
27.9687,-82.562103,1/2/13,17.86
27.969999,-82.574303,1/2/13,17.47
27.9676,-82.575996,1/2/13,16.87
27.9676,-82.575996,1/2/13,17.02
27.9676,-82.575996,1/2/13,17.26
27.979401,-82.683296,1/2/13,17.79
27.945601,-82.694298,1/2/13,16.54
27.945601,-82.694298,1/2/13,17.13
27.945601,-82.694298,1/2/13,17.25
27.927799,-82.639702,1/2/13,16.68
27.927799,-82.639702,1/2/13,16.89
27.927799,-82.639702,1/2/13,17.86
27.9002,-82.592003,1/2/13,16.89
27.9002,-82.592003,1/2/13,16.89
27.9002,-82.592003,1/2/13,17.55
27.8519,-82.580803,1/2/13,16.8
27.8519,-82.580803,1/2/13,16.81
27.8519,-82.580803,1/2/13,17.04
30.4540194,-87.3590555,1/2/13,14.4
30.3365278,-87.4308333,1/2/13,14.58
30.3134722,-87.4415278,1/2/13,13.57
30.5806944,-87.1615194,1/2/13,14.14
30.3709805,-87.1778583,1/2/13,11.58
30.373365,-87.0920531,1/2/13,13.72
30.3982194,-87.0483611,1/2/13,14.41
30.3272944,-87.1803888,1/2/13,13.61
30.3838889,-86.8636111,1/2/13,13.52
27.826099,-82.567497,1/2/13,16.78
27.826099,-82.567497,1/2/13,16.68
27.826099,-82.567497,1/2/13,17.32
27.855801,-82.553299,1/2/13,17.47
27.855801,-82.553299,1/2/13,17.17
27.855801,-82.553299,1/2/13,17.17
27.8818,-82.577499,1/2/13,17.28
27.8818,-82.577499,1/2/13,17.3
27.8818,-82.577499,1/2/13,17.3
27.9291,-82.587303,1/2/13,16.5
27.9291,-82.587303,1/2/13,16.71
27.9291,-82.587303,1/2/13,17.52
27.937401,-82.565002,1/2/13,16.54
27.937401,-82.565002,1/2/13,16.57
27.937401,-82.565002,1/2/13,16.62
27.952801,-82.641602,1/2/13,16.4
27.952801,-82.641602,1/2/13,16.54
27.952801,-82.641602,1/2/13,17.31
27.9904,-82.659302,1/2/13,16.65
27.9904,-82.659302,1/2/13,17.19
27.9904,-82.659302,1/2/13,17.45
26.20701,-81.81367,1/3/13,20.81
26.20701,-81.81367,1/3/13,19.8
26.1882,-81.81187,1/3/13,20.86
26.1882,-81.81187,1/3/13,20.23
26.1782,-81.8112,1/3/13,20.4
26.1782,-81.8112,1/3/13,20.25
26.16866,-81.80893,1/3/13,20.06
26.16866,-81.80893,1/3/13,20.33
26.1409,-81.7851,1/7/13,23.5
26.1409,-81.7851,1/7/13,23
26.1633,-81.7865,1/7/13,23.9
26.1254,-81.7704,1/7/13,23.5
26.1254,-81.7704,1/7/13,22.8
30.35489,-81.52299,1/7/13,15.85
30.32274,-81.58279,1/7/13,14.43
30.34173,-81.62808,1/7/13,14.9
27.938,-82.432,1/7/13,17.84
27.935,-82.429,1/7/13,18.76
27.935,-82.429,1/7/13,18.75
27.935,-82.429,1/7/13,18.56
27.935,-82.429,1/7/13,18.3
27.935,-82.429,1/7/13,18.33
27.935,-82.429,1/7/13,18.2
27.935,-82.429,1/7/13,18.06
27.935,-82.429,1/7/13,17.62
27.935,-82.429,1/7/13,17.7
27.933,-82.418,1/7/13,18.35
27.933,-82.418,1/7/13,18.37
27.933,-82.418,1/7/13,18.39
25.874085,-80.181481,1/7/13,22.71
25.874085,-80.181481,1/7/13,22.72
25.874085,-80.181481,1/7/13,22.76
25.9188055,-80.324533,1/7/13,23.44
25.9188055,-80.324533,1/7/13,23.7
25.9188055,-80.324533,1/7/13,23.89
25.8698458,-80.338623,1/7/13,24.61
25.8698458,-80.338623,1/7/13,25.85
25.8698458,-80.338623,1/7/13,26
25.9297088,-80.152196,1/7/13,21.27
25.9297088,-80.152196,1/7/13,22.5
25.9297088,-80.152196,1/7/13,23.03
25.9646166,-80.310543,1/7/13,23.83
25.9646166,-80.310543,1/7/13,24.09
25.9646166,-80.310543,1/7/13,24.14
27.896999,-82.438202,1/8/13,18.07
27.896999,-82.438202,1/8/13,18.2
27.896999,-82.438202,1/8/13,18.65
28.737899,-80.801855,1/8/13,19.69
28.737899,-80.801855,1/8/13,19.41
28.6358333,-80.8019444,1/8/13,19.77
27.8493,-82.431396,1/8/13,18.01
27.8493,-82.431396,1/8/13,18.18
27.8493,-82.431396,1/8/13,18.83
28.6033333,-80.7983333,1/8/13,19.38
28.5013853,-80.7686577,1/8/13,19.08
28.5013853,-80.7686577,1/8/13,19.06
28.3927778,-80.7361111,1/8/13,19.94
28.335,-80.7133333,1/8/13,20.02
28.1944444,-80.6488889,1/8/13,20.13
28.125,-80.6166667,1/8/13,20.72
27.908899,-82.463203,1/8/13,18.04
27.908899,-82.463203,1/8/13,18.06
27.908899,-82.463203,1/8/13,18.02
27.876499,-82.413803,1/8/13,18.03
27.876499,-82.413803,1/8/13,18.29
27.876499,-82.413803,1/8/13,18.77
27.8281,-82.413101,1/8/13,18.13
27.8281,-82.413101,1/8/13,18.11
27.8281,-82.413101,1/8/13,18.7
27.809601,-82.445999,1/8/13,18.02
27.809601,-82.445999,1/8/13,18.2
27.809601,-82.445999,1/8/13,18.53
27.7813,-82.474098,1/8/13,18.02
27.7813,-82.474098,1/8/13,18.1
27.7813,-82.474098,1/8/13,18.69
28.7319173,-80.7172355,1/8/13,19.66
28.8374989,-80.7948211,1/8/13,19.81
28.8374989,-80.7948211,1/8/13,19.75
29.0080556,-80.9094444,1/8/13,19.1
30.4540194,-87.3590555,1/8/13,13.5
30.3365278,-87.4308333,1/8/13,11.43
28.9525,-80.8447222,1/8/13,20
30.3134722,-87.4415278,1/8/13,11.09
30.5806944,-87.1615194,1/8/13,16.32
28.8768662,-80.8381051,1/8/13,18.85
30.3709805,-87.1778583,1/8/13,11.58
30.373365,-87.0920531,1/8/13,11.74
30.3982194,-87.0483611,1/8/13,11.58
30.28477,-81.65615,1/8/13,16.83
30.28274,-81.652006,1/8/13,16.5
30.3272944,-87.1803888,1/8/13,12.7
30.3838889,-86.8636111,1/8/13,11.41
27.6665361,-82.5590666,1/8/13,20
27.6474222,-82.5651611,1/8/13,19
27.6285166,-82.5919333,1/8/13,18
27.6124472,-82.60665,1/8/13,18
27.6059861,-82.6011666,1/8/13,18
27.5725833,-82.6296444,1/8/13,18
27.5526666,-82.5706666,1/8/13,19
27.5478333,-82.5991666,1/8/13,19
27.5765083,-82.6524944,1/8/13,20
27.5482722,-82.6607333,1/8/13,19
27.5520083,-82.6717,1/8/13,18
27.5209638,-82.6326805,1/8/13,19
27.5173333,-82.6188333,1/8/13,19
27.533,-82.6668333,1/8/13,19
27.5458083,-82.70095,1/8/13,20
27.535,-82.7313333,1/8/13,19
27.5322916,-82.6884444,1/8/13,19
27.497,-82.6568333,1/8/13,20
27.5167083,-82.6853166,1/8/13,19
27.4960361,-82.6954416,1/8/13,19
27.4960361,-82.6954416,1/8/13,19
27.5056944,-82.5420222,1/8/13,20
27.5033333,-82.5675,1/8/13,19
27.4815027,-82.683075,1/8/13,20
27.469,-82.6636666,1/8/13,19
27.4152527,-82.5946722,1/8/13,20
27.4355833,-82.6398083,1/8/13,21
27.4187472,-82.6059333,1/8/13,20
27.4024194,-82.5806416,1/8/13,20
27.3802027,-82.5922444,1/8/13,20
27.4665,-82.6875,1/8/13,20
27.4371444,-82.6607805,1/8/13,20
27.3976833,-82.6268611,1/8/13,20
26.9,-82.15,1/8/13,20.45
26.9,-82.15,1/8/13,20.45
26.9,-82.15,1/8/13,20.45
26.9,-82.15,1/8/13,20.34
26.9,-82.116666,1/8/13,20.02
26.9,-82.116666,1/8/13,20.03
26.9,-82.116666,1/8/13,20
26.9,-82.116666,1/8/13,19.99
26.8833333,-82.133333,1/8/13,20.18
26.8833333,-82.133333,1/8/13,20.18
26.8833333,-82.133333,1/8/13,20.09
26.8833333,-82.133333,1/8/13,20.06
26.8833333,-82.133333,1/8/13,20.06
26.8833333,-82.083333,1/8/13,20.88
26.8833333,-82.083333,1/8/13,20.76
26.8666666,-82.133333,1/8/13,20.17
26.8666666,-82.133333,1/8/13,20.17
26.8666666,-82.133333,1/8/13,20.07
26.8666666,-82.133333,1/8/13,20.02
26.8666666,-82.133333,1/8/13,20.23
26.8666666,-82.133333,1/8/13,20.24
26.85,-82.1,1/8/13,20.29
26.85,-82.1,1/8/13,20.29
26.85,-82.1,1/8/13,20.23
26.85,-82.1,1/8/13,20.23
26.85,-82.1,1/8/13,20.22
26.85,-82.083333,1/8/13,20.58
26.85,-82.083333,1/8/13,20.44
26.85,-82.083333,1/8/13,20.3
26.85,-82.083333,1/8/13,20.28
26.85,-82.083333,1/8/13,20.28
26.85,-82.05,1/8/13,20.86
26.85,-82.05,1/8/13,20.6
26.85,-82.05,1/8/13,20.27
26.69181,-81.75961,1/8/13,21.45
26.8333333,-82.133333,1/8/13,20.63
26.8333333,-82.133333,1/8/13,20.35
26.8333333,-82.133333,1/8/13,20.3
26.73004,-81.70174,1/8/13,20.6
26.6671,-81.89645,1/8/13,22.22
26.8,-82.116666,1/8/13,21.12
26.8,-82.116666,1/8/13,20.72
26.8,-82.116666,1/8/13,20.28
26.8,-82.116666,1/8/13,20.27
26.8,-82.116666,1/8/13,20.27
26.8,-82.116666,1/8/13,20.27
27.889299,-82.477402,1/8/13,18.16
27.889299,-82.477402,1/8/13,18.05
27.889299,-82.477402,1/8/13,18.12
27.85889,-82.468597,1/8/13,18.21
27.85889,-82.468597,1/8/13,18.21
27.85889,-82.468597,1/8/13,18.4
27.8524,-82.409302,1/8/13,18.51
27.8524,-82.409302,1/8/13,18.76
27.8524,-82.409302,1/8/13,19.08
27.786501,-82.4272,1/8/13,18.43
27.786501,-82.4272,1/8/13,18.61
27.786501,-82.4272,1/8/13,19.02
27.812901,-82.478897,1/8/13,17.86
27.812901,-82.478897,1/8/13,17.86
27.812901,-82.478897,1/8/13,17.93
27.8118,-82.523201,1/8/13,17.83
27.8118,-82.523201,1/8/13,17.82
27.8118,-82.523201,1/8/13,18.07
27.778,-82.520302,1/8/13,17.9
27.778,-82.520302,1/8/13,17.91
27.778,-82.520302,1/8/13,18.2
25.8104144,-80.264297,1/8/13,23.95
25.8104144,-80.264297,1/8/13,24.37
25.8104144,-80.264297,1/8/13,24.65
25.8961444,-80.379179,1/8/13,23.46
25.8961444,-80.379179,1/8/13,23.47
25.8961444,-80.379179,1/8/13,23.47
27.7932,-82.570702,1/8/13,17.79
27.7932,-82.570702,1/8/13,17.78
27.7932,-82.570702,1/8/13,17.97
28.6869583,-80.812425,1/8/13,18.88
28.6869583,-80.812425,1/8/13,18.87
28.6869583,-80.812425,1/8/13,18.81
27.9237,-82.480698,1/8/13,17.88
27.9237,-82.480698,1/8/13,17.87
27.9237,-82.480698,1/8/13,17.88
28.2833333,-80.6333333,1/9/13,20.69
26.2825,-81.8019,1/9/13,23.6
27.7975374,-80.449608,1/9/13,22.09
27.7975374,-80.449608,1/9/13,22.13
27.6920761,-80.3868992,1/9/13,22.72
27.6585583,-80.3763224,1/9/13,23.01
27.6196876,-80.3684832,1/9/13,22.79
27.5897997,-80.3560998,1/9/13,22.98
28.3388889,-80.6777778,1/9/13,21.85
28.3683333,-80.681944,1/9/13,20.91
27.95265,-82.46535,1/9/13,18.25
27.95265,-82.46535,1/9/13,18.44
27.95265,-82.46535,1/9/13,20.94
27.95265,-82.46535,1/9/13,18.25
27.95265,-82.46535,1/9/13,18.44
27.95265,-82.46535,1/9/13,20.94
30.25946,-81.72773,1/9/13,15.3
26.9453433,-80.0738216,1/9/13,23.8
26.9453433,-80.0738216,1/9/13,23.8
26.9453433,-80.0738216,1/9/13,23.7
26.9531552,-80.0790082,1/9/13,23.8
26.9531552,-80.0790082,1/9/13,23.8
26.9531552,-80.0790082,1/9/13,23.7
27.0071738,-80.0953783,1/9/13,23.5
27.0071738,-80.0953783,1/9/13,23.5
27.0071738,-80.0953783,1/9/13,23.5
26.93257,-80.0831563,1/9/13,23.3
26.93257,-80.0831563,1/9/13,23.4
26.93257,-80.0831563,1/9/13,23.4
26.9406446,-80.0809118,1/9/13,23.7
26.9406446,-80.0809118,1/9/13,23.5
26.9406446,-80.0809118,1/9/13,23.5
26.883161,-80.0695301,1/9/13,23.2
26.883161,-80.0695301,1/9/13,23.2
26.883161,-80.0695301,1/9/13,23.3
26.947386,-80.09282,1/9/13,23.7
26.947386,-80.09282,1/9/13,23.7
26.947386,-80.09282,1/9/13,23.7
26.9833333,-82.233333,1/9/13,23.33
26.9833333,-82.233333,1/9/13,23.23
26.9833333,-82.216666,1/9/13,23.38
26.9833333,-82.216666,1/9/13,23.33
26.9666666,-82.216666,1/9/13,23.15
26.9666666,-82.216666,1/9/13,22.88
26.9666666,-82.216666,1/9/13,22.82
26.95,-82.166666,1/9/13,22.72
26.95,-82.166666,1/9/13,22.66
26.9333333,-82.066666,1/9/13,21.48
26.9333333,-82.066666,1/9/13,21.44
26.9333333,-82.066666,1/9/13,20.88
26.9166666,-82.15,1/9/13,22.54
26.9166666,-82.15,1/9/13,22.03
26.9166666,-82.15,1/9/13,21.92
26.9,-82.15,1/9/13,21.87
26.9,-82.15,1/9/13,20.85
26.9,-82.15,1/9/13,20.67
26.9,-82.15,1/9/13,20.51
26.9,-82.15,1/9/13,20.42
27.941826,-82.458544,1/9/13,18.03
27.941826,-82.458544,1/9/13,20.13
27.941826,-82.458544,1/9/13,21.21
26.9833333,-81.983333,1/9/13,22.21
26.9833333,-81.983333,1/9/13,22.17
26.9833333,-81.983333,1/9/13,22.07
26.95,-82.033333,1/9/13,22.24
26.95,-82.033333,1/9/13,22.1
26.95,-82.033333,1/9/13,21.88
26.95,-82,1/9/13,22.24
26.95,-82,1/9/13,22.11
26.95,-82,1/9/13,21.91
25.5449444,-80.34606,1/9/13,24.6
25.5449444,-80.34606,1/9/13,24.78
25.5449444,-80.34606,1/9/13,24.81
25.6613889,-80.4805556,1/9/13,24.3
25.6613889,-80.4805556,1/9/13,24.8
25.6613889,-80.4805556,1/9/13,25
25.5375127,-80.343472,1/9/13,24.94
25.5375127,-80.343472,1/9/13,24.96
25.5375127,-80.343472,1/9/13,25.13
25.4894444,-80.347222,1/9/13,23.88
25.4894444,-80.347222,1/9/13,23.63
25.4894444,-80.347222,1/9/13,23.64
25.4895566,-80.363251,1/9/13,24.1
25.4895566,-80.363251,1/9/13,24.11
25.4895566,-80.363251,1/9/13,24.11
29.2546667,-81.0345,1/9/13,18.83
25.5197419,-80.363607,1/9/13,24.99
25.5197419,-80.363607,1/9/13,25
25.5197419,-80.363607,1/9/13,25.01
29.2316667,-81.0233333,1/9/13,18.87
29.221,-81.0176667,1/9/13,19.13
29.2144444,-81.0119444,1/9/13,18.9
29.2030556,-81.0119444,1/9/13,19.27
28.4408383,-80.6343777,1/9/13,20.8
28.4408383,-80.6343777,1/9/13,20.8
28.366946,-80.6330998,1/9/13,21.31
28.069938,-80.5689222,1/10/13,21.9
28.044663,-80.5763131,1/10/13,22.03
28.044663,-80.5763131,1/10/13,22.04
27.9885442,-80.5324773,1/10/13,23.07
27.9468644,-80.5284412,1/10/13,23.16
27.8881968,-80.4851152,1/10/13,22.93
26.9502399,-80.1087939,1/10/13,24.1
26.9502399,-80.1087939,1/10/13,24.2
26.9502399,-80.1087939,1/10/13,24.2
26.9579591,-80.103746,1/10/13,24.1
26.9579591,-80.103746,1/10/13,24.3
26.9579591,-80.103746,1/10/13,24.2
26.9853016,-80.1148364,1/10/13,23.4
26.9416083,-80.1181933,1/10/13,24
26.9432948,-80.121861,1/10/13,24.1
26.9432948,-80.121861,1/10/13,24.1
26.9432948,-80.121861,1/10/13,23.9
26.9407233,-80.1201767,1/10/13,24.1
28.6060833,-81.794066,1/10/13,20.7
28.6060833,-81.794066,1/10/13,20.6
28.60555,-81.801166,1/10/13,20.9
28.60555,-81.801166,1/10/13,20.8
28.6055166,-81.803766,1/10/13,21.8
28.6141333,-81.777983,1/10/13,22.6
28.5858666,-81.796816,1/10/13,21
28.5858666,-81.796816,1/10/13,20.7
28.5734666,-81.791566,1/10/13,21.1
28.5734666,-81.791566,1/10/13,21.1
28.5695166,-81.795133,1/10/13,22.6
28.5664,-81.7933,1/10/13,21.4
28.5664,-81.7933,1/10/13,21.4
28.5717499,-80.744214,1/10/13,20.7
28.5717499,-80.744214,1/10/13,20.7
26.8,-82.233333,1/10/13,22.88
26.8,-82.233333,1/10/13,22.86
26.7833333,-82.266666,1/10/13,22.04
26.7833333,-82.266666,1/10/13,22.06
26.7833333,-82.266666,1/10/13,22.02
26.7833333,-82.233333,1/10/13,23.29
26.7833333,-82.233333,1/10/13,23.29
26.7833333,-82.233333,1/10/13,23.28
26.7833333,-82.216666,1/10/13,22.67
26.7833333,-82.216666,1/10/13,22.66
26.7666666,-82.25,1/10/13,22.27
26.7666666,-82.25,1/10/13,22.27
26.7666666,-82.25,1/10/13,22.24
26.8333333,-82.3,1/10/13,22.76
26.8333333,-82.3,1/10/13,22.71
26.8333333,-82.3,1/10/13,22.14
26.85,-82.316666,1/10/13,23.84
26.85,-82.316666,1/10/13,23.82
26.8833333,-82.316666,1/10/13,23.17
26.8833333,-82.316666,1/10/13,23.15
26.8833333,-82.316666,1/10/13,23.12
26.9,-82.35,1/10/13,20.94
26.9,-82.35,1/10/13,20.89
26.9333333,-82.35,1/10/13,21.92
26.9333333,-82.35,1/10/13,21.9
26.9333333,-82.35,1/10/13,21.87
27.8525,-82.409,1/10/13,19.89
27.8525,-82.409,1/10/13,19.55
27.8525,-82.409,1/10/13,19.05
27.8525,-82.409,1/10/13,18.57
25.6111847,-80.309872,1/10/13,23.49
25.6111847,-80.309872,1/10/13,23.65
25.6111847,-80.309872,1/10/13,23.66
25.6238888,-80.343611,1/10/13,23.72
25.6238888,-80.343611,1/10/13,23.75
25.6238888,-80.343611,1/10/13,23.76
25.741053,-80.310678,1/10/13,23.56
25.741053,-80.310678,1/10/13,23.59
25.741053,-80.310678,1/10/13,23.6
25.6740683,-80.284035,1/10/13,23.77
25.6740683,-80.284035,1/10/13,24.06
25.6740683,-80.284035,1/10/13,24.51
29.3421389,-81.0863472,1/10/13,20.24
29.3421389,-81.0863472,1/10/13,20.22
29.2109361,-81.0112889,1/10/13,19.91
29.2109361,-81.0112889,1/10/13,19.77
29.4075889,-81.121825,1/10/13,20.46
29.4075889,-81.121825,1/10/13,20.45
30.4055,-86.6371667,1/13/13,18.4
30.4831667,-86.479,1/13/13,18
30.4019083,-86.6076027,1/13/13,17.1
30.4753666,-86.3324055,1/13/13,19.4
30.3980556,-86.5819444,1/13/13,21
30.4105,-86.4908333,1/13/13,18.5
30.502,-86.4501667,1/13/13,19.6
30.4511667,-86.4201667,1/13/13,20.1
30.407,-86.3035833,1/13/13,19.2
30.4028333,-86.4256667,1/13/13,20.8
30.3983333,-86.2291667,1/13/13,19.4
30.3741667,-86.1136667,1/13/13,19
30.4233333,-86.1576667,1/13/13,19.2
30.4648333,-86.1575,1/13/13,17.9
30.4241667,-86.6075,1/13/13,18.2
30.4566667,-86.5897222,1/13/13,19.4
30.3887222,-86.4899444,1/13/13,19.2
30.3926667,-86.5063333,1/13/13,18.6
30.488,-86.2093333,1/13/13,19.6
27.9319,-82.432602,1/14/13,19.77
27.9319,-82.432602,1/14/13,20.88
27.9319,-82.432602,1/14/13,21.5
27.9398,-82.419601,1/14/13,20.83
27.9398,-82.419601,1/14/13,20.89
27.9398,-82.419601,1/14/13,22.16
30.32459,-81.4129,1/14/13,19.39
30.3099,-81.40705,1/14/13,18.91
30.4042777,-87.2608611,1/14/13,20.96
30.4152722,-87.2513111,1/14/13,22.18
30.4109222,-87.2588166,1/14/13,21.77
27.93615,-82.425517,1/14/13,20.81
27.93615,-82.425517,1/14/13,21.04
27.93615,-82.425517,1/14/13,21.51
27.93615,-82.425517,1/14/13,20.81
27.93615,-82.425517,1/14/13,21.04
27.93615,-82.425517,1/14/13,21.51
30.30924,-81.41693,1/14/13,18.16
30.2522222,-81.6577778,1/14/13,17.4
30.2522222,-81.6577778,1/14/13,17.44
30.2522222,-81.6577778,1/14/13,17.35
30.2522222,-81.6577778,1/14/13,17.32
30.1566667,-81.6838889,1/14/13,17.78
30.1566667,-81.6838889,1/14/13,18
30.1566667,-81.6838889,1/14/13,17.56
30.1566667,-81.6838889,1/14/13,17.5
30.1566667,-81.6838889,1/14/13,17.46
26.7005556,-81.7811111,1/14/13,22.45
26.6952778,-81.8155556,1/14/13,24.82
26.7233611,-81.720972,1/14/13,22.89
26.7193333,-81.738555,1/14/13,23.45
26.6968333,-81.7965,1/14/13,27.17
26.6912777,-81.822277,1/14/13,24.49
26.6819166,-81.834305,1/14/13,25.13
26.662,-81.859416,1/14/13,23.34
26.6415277,-81.882944,1/14/13,23.26
26.5383055,-81.945194,1/14/13,22.71
26.5238888,-82.004444,1/14/13,22.66
26.529,-82.017722,1/14/13,22.71
27.751101,-82.5718,1/15/13,20.65
27.751101,-82.5718,1/15/13,20.66
27.751101,-82.5718,1/15/13,20.77
27.729,-82.498703,1/15/13,20.81
27.729,-82.498703,1/15/13,20.82
27.729,-82.498703,1/15/13,20.82
27.625999,-82.591499,1/15/13,20.42
27.625999,-82.591499,1/15/13,20.42
27.625999,-82.591499,1/15/13,20.61
27.627899,-82.641502,1/15/13,20.07
27.627899,-82.641502,1/15/13,20.07
27.627899,-82.641502,1/15/13,20.61
27.5737,-82.686798,1/15/13,20.59
27.5737,-82.686798,1/15/13,20.59
27.5737,-82.686798,1/15/13,20.76
27.578899,-82.744102,1/15/13,20.99
27.578899,-82.744102,1/15/13,21.06
27.578899,-82.744102,1/15/13,21.29
27.610001,-82.783203,1/15/13,20.71
27.610001,-82.783203,1/15/13,20.7
27.610001,-82.783203,1/15/13,20.77
30.0696388,-85.6154166,1/15/13,19.31
27.6112,-82.694702,1/15/13,20.2
27.6112,-82.694702,1/15/13,20.2
27.6112,-82.694702,1/15/13,20.58
30.145,-85.7408333,1/15/13,20.81
27.6378,-82.691002,1/15/13,21.2
27.6378,-82.691002,1/15/13,21.2
27.6378,-82.691002,1/15/13,21.29
30.1425,-85.7408333,1/15/13,20.68
30.1383333,-85.7308333,1/15/13,19.75
30.1355556,-85.7322222,1/15/13,19.83
30.1,-85.6622222,1/15/13,18.93
30.09,-85.6658333,1/15/13,18.9
30.0786111,-85.6441667,1/15/13,18.34
30.0825,-85.6358333,1/15/13,19.19
30.1144444,-85.6833333,1/15/13,18.66
30.1030556,-85.6994444,1/15/13,19.09
30.2379167,-85.8247,1/15/13,20.06
30.24095,-85.8191,1/15/13,19.75
30.2697667,-85.8459,1/15/13,19.91
30.2628167,-85.8502,1/15/13,19.73
30.28345,-85.8301333,1/15/13,20.31
30.2852483,-85.79905,1/15/13,20.01
30.29575,-85.7660667,1/15/13,20.9
30.2498,-85.780915,1/15/13,19.38
30.4540194,-87.3590555,1/15/13,18.73
30.3365278,-87.4308333,1/15/13,18.85
30.3134722,-87.4415278,1/15/13,19.15
30.5806944,-87.1615194,1/15/13,20.12
30.3709805,-87.1778583,1/15/13,18.63
30.373365,-87.0920531,1/15/13,20.61
30.18509,-81.61504,1/15/13,19.23
30.3982194,-87.0483611,1/15/13,19.92
30.17881,-81.63803,1/15/13,20.12
30.3272944,-87.1803888,1/15/13,18.65
30.3838889,-86.8636111,1/15/13,18.94
27.3466,-82.5838,1/15/13,21.4
27.3466,-82.5838,1/15/13,21.9
27.3466,-82.5838,1/15/13,21.4
27.3463,-82.5694,1/15/13,21.9
27.3463,-82.5694,1/15/13,21.9
27.3308,-82.585,1/15/13,21.2
27.3308,-82.585,1/15/13,21.1
27.3308,-82.585,1/15/13,21.1
27.3175,-82.5655,1/15/13,21.5
27.3175,-82.5655,1/15/13,21.5
27.3175,-82.5655,1/15/13,21.5
27.3136,-82.553,1/15/13,21.5
27.3136,-82.553,1/15/13,21.5
27.3136,-82.553,1/15/13,21.4
27.3583,-82.5669,1/15/13,21.6
27.3583,-82.5669,1/15/13,21.5
27.3583,-82.5669,1/15/13,21.5
27.3536,-82.5583,1/15/13,21.5
27.3536,-82.5583,1/15/13,21.5
27.3536,-82.5583,1/15/13,21.5
27.3402,-82.5527,1/15/13,21.7
27.3402,-82.5527,1/15/13,21.6
27.3402,-82.5527,1/15/13,21.6
27.3266,-82.5505,1/15/13,21.5
27.3266,-82.5505,1/15/13,21.5
27.3266,-82.5505,1/15/13,21.5
27.3055,-82.5419,1/15/13,22.2
27.3055,-82.5419,1/15/13,22.2
27.3055,-82.5419,1/15/13,21.7
27.2886,-82.5505,1/15/13,23
27.2886,-82.5505,1/15/13,22.7
27.2819,-82.5427,1/15/13,23
27.2819,-82.5427,1/15/13,22.8
27.2702,-82.5447,1/15/13,23.3
27.2702,-82.5447,1/15/13,22.8
27.2591,-82.5372,1/15/13,23
27.2591,-82.5372,1/15/13,23
27.2444,-82.5252,1/15/13,23
27.2444,-82.5252,1/15/13,23
27.2394,-82.5163,1/15/13,23
27.2394,-82.5163,1/15/13,23
27.2313,-82.5127,1/15/13,23.1
27.2313,-82.5127,1/15/13,22.9
27.2161,-82.5113,1/15/13,23.2
27.2161,-82.5113,1/15/13,23.2
27.198,-82.5027,1/15/13,22.7
27.198,-82.5027,1/15/13,22.7
27.1836,-82.4933,1/15/13,22.6
27.1836,-82.4933,1/15/13,22.6
27.1763,-82.495,1/15/13,22.6
27.1763,-82.495,1/15/13,22.5
27.1597,-82.4844,1/15/13,22.4
27.1597,-82.4844,1/15/13,22.4
27.1597,-82.4844,1/15/13,22.4
27.1597,-82.4844,1/15/13,22.4
27.1597,-82.4844,1/15/13,22.4
27.1516,-82.4769,1/15/13,22.5
27.1516,-82.4769,1/15/13,22.4
27.1394,-82.4725,1/15/13,22.1
27.1394,-82.4725,1/15/13,22.2
27.1313,-82.4705,1/15/13,22
27.1313,-82.4705,1/15/13,21.8
27.1185,-82.4651,1/15/13,21.8
27.1185,-82.4651,1/15/13,21.8
27.1239,-82.4495,1/15/13,22.6
27.1239,-82.4495,1/15/13,22.6
27.4943333,-82.5246666,1/15/13,22
27.5288333,-82.5051666,1/15/13,23
27.1139,-82.4649,1/15/13,21.8
27.1139,-82.4649,1/15/13,21.7
27.1056,-82.4481,1/15/13,22.8
27.1056,-82.4481,1/15/13,22.3
27.0856,-82.4307,1/15/13,23
27.0856,-82.4307,1/15/13,23
27.035,-82.4277,1/15/13,23
27.035,-82.4277,1/15/13,22.9
27.0172,-82.4152,1/15/13,23.1
27.0172,-82.4152,1/15/13,23.1
27.0005,-82.4058,1/15/13,23
27.0005,-82.4058,1/15/13,23
27.0005,-82.4058,1/15/13,23
27.0005,-82.4058,1/15/13,23
27.0005,-82.4058,1/15/13,23
26.9819,-82.39,1/15/13,22.9
26.9819,-82.39,1/15/13,22.9
26.9561,-82.3672,1/15/13,22.7
26.9561,-82.3672,1/15/13,22.7
27.3859,-82.6217,1/15/13,21.8
27.3859,-82.6217,1/15/13,21.6
27.3859,-82.6217,1/15/13,21.5
27.3724,-82.6094,1/15/13,21.7
27.3724,-82.6094,1/15/13,21.6
27.3724,-82.6094,1/15/13,21.4
27.3763,-82.5835,1/15/13,22
27.3763,-82.5835,1/15/13,21.7
27.3763,-82.5835,1/15/13,21.5
27.38346,-82.57163,1/15/13,22
27.38346,-82.57163,1/15/13,21.9
27.38346,-82.57163,1/15/13,21.7
27.3511,-82.5944,1/15/13,21.6
